ticker;date_from;date_to;t;price;step_backward;nbre_generation;t_until_critical_point;days_before_critical_time;m;omega;tc;A;B;C1;C2
INDU;03.10.2011;11.04.2014;2014.278;16026.75;-28;50;0.065895695;24;0.886612863;7.202778081;2014.343896;9.75280048;-0.171802553;0.014295005;-0.015569401
INDU;03.10.2011;10.04.2014;2014.275;16170.22;-29;50;0.123926309;45;0.899619097;7.705761807;2014.398926;9.760101836;-0.169826217;0.020309206;-0.005757158
INDU;03.10.2011;09.04.2014;2014.272;16437.18;-30;50;0.146978382;53;0.896723256;7.828615204;2014.418978;9.764139756;-0.170706614;0.020775365;-0.002239624
INDU;03.10.2011;08.04.2014;2014.269;16256.14;-31;50;0.132438481;48;0.876302679;7.215489461;2014.401438;9.76594551;-0.175677878;0.016919119;-0.010025006
INDU;03.10.2011;07.04.2014;2014.267;16245.87;-32;50;0.086627189;31;0.896772399;7.288703396;2014.353627;9.75430428;-0.170948439;0.016004208;-0.014247351
INDU;03.10.2011;04.04.2014;2014.258;16412.71;-35;50;0.385381989;140;0.891890977;9.413804471;2014.643382;9.802908898;-0.173795503;-0.008451962;0.017015994
INDU;03.10.2011;03.04.2014;2014.256;16572.55;-36;50;0.191169722;69;0.895864067;8.060805374;2014.44717;9.769732932;-0.171524876;0.020475907;0.003462475
INDU;03.10.2011;02.04.2014;2014.253;16573;-37;50;0.407814949;148;0.894455227;9.563392039;2014.660815;9.805297754;-0.173301785;-0.011520265;0.014891819
INDU;03.10.2011;01.04.2014;2014.25;16532.61;-38;50;0.390724686;142;0.899535456;9.46884651;2014.640725;9.800806893;-0.171857116;-0.008962974;0.01678403
INDU;03.10.2011;31.03.2014;2014.25;16457.66;-39;50;0.401293705;146;0.894130692;9.57237346;2014.651294;9.803751453;-0.17319729;-0.010949647;0.01545788
INDU;03.10.2011;28.03.2014;2014.242;16323.06;-42;50;0.382757799;139;0.899908098;9.405722246;2014.624758;9.798281338;-0.171709259;-0.006870526;0.017945558
INDU;03.10.2011;27.03.2014;2014.239;16264.23;-43;50;0.077004726;28;0.893435217;6.966769925;2014.316005;9.75007042;-0.17232095;0.010298985;-0.019094072
INDU;03.10.2011;26.03.2014;2014.236;16268.99;-44;50;0.297437645;108;0.899892809;8.606852445;2014.533438;9.784939517;-0.172347739;0.011919297;0.016329024
INDU;03.10.2011;25.03.2014;2014.233;16367.88;-45;50;0.309087982;112;0.897382025;8.909867829;2014.542088;9.785953845;-0.172100061;0.007688605;0.018623687
INDU;03.10.2011;24.03.2014;2014.231;16276.69;-46;50;0.324193393;118;0.89931743;8.84906947;2014.555193;9.788731848;-0.172550676;0.007101198;0.018784533
INDU;03.10.2011;21.03.2014;2014.222;16302.77;-49;50;0.088184131;32;0.899247755;7.036103956;2014.310184;9.748966723;-0.171617779;0.010717616;-0.019348084
INDU;03.10.2011;20.03.2014;2014.219;16331.05;-50;50;0.217890459;79;0.882488867;7.846695142;2014.43689;9.773882009;-0.176624476;0.021133247;-0.000203049
INDU;03.10.2011;19.03.2014;2014.217;16222.17;-51;50;0.250559434;91;0.887034142;8.533516241;2014.467559;9.776002483;-0.173861081;0.017721507;0.011042611
INDU;03.10.2011;18.03.2014;2014.214;16336.19;-52;50;0.344053096;125;0.897802211;8.928100151;2014.558053;9.790297312;-0.17329418;0.005778405;0.019300081
INDU;03.10.2011;17.03.2014;2014.211;16247.22;-53;50;0.315454245;115;0.897996228;8.684764587;2014.526454;9.785546061;-0.17340258;0.011747271;0.0168376
INDU;03.10.2011;14.03.2014;2014.203;16065.67;-56;50;0.352600727;128;0.887210671;8.967372535;2014.555601;9.792524601;-0.175919211;0.00558703;0.019460951
INDU;03.10.2011;13.03.2014;2014.2;16108.89;-57;50;0.364229993;132;0.891074958;8.970675656;2014.56423;9.793601813;-0.175406457;0.004591386;0.019618662
INDU;03.10.2011;12.03.2014;2014.197;16340.08;-58;50;0.237980837;86;0.8977997;8.317556285;2014.434981;9.770073878;-0.172223896;0.020615423;0.0057078
INDU;03.10.2011;11.03.2014;2014.194;16351.25;-59;50;0.376269195;137;0.899845032;8.952439175;2014.570269;9.793192177;-0.173706474;0.004105388;0.019615436
INDU;03.10.2011;10.03.2014;2014.192;16418.68;-60;50;0.23700139;86;0.896365343;7.901116944;2014.429001;9.771938406;-0.174718913;0.021692439;-0.000104524
INDU;03.10.2011;07.03.2014;2014.183;16452.72;-63;50;0.337476301;123;0.89961587;8.673896838;2014.520476;9.785543038;-0.173732368;0.012358038;0.016615726
INDU;03.10.2011;06.03.2014;2014.181;16421.89;-64;50;0.271659862;99;0.895490946;7.990198517;2014.45266;9.776588219;-0.175459991;0.021104426;0.003565999
INDU;03.10.2011;05.03.2014;2014.178;16360.18;-65;50;0.060332786;22;0.849891729;6.048556267;2014.238333;9.747661735;-0.182246863;-0.005895307;-0.019483103
INDU;03.10.2011;04.03.2014;2014.175;16395.88;-66;50;0.354103651;129;0.89970901;8.797465264;2014.529104;9.786841338;-0.173594954;0.010146943;0.017929061
INDU;03.10.2011;03.03.2014;2014.172;16168.03;-67;50;0.11030584;40;0.886768994;6.749319621;2014.282306;9.749719125;-0.176171931;0.005100006;-0.021831307
INDU;03.10.2011;28.02.2014;2014.158;16321.71;-70;50;0.140788604;51;0.899602015;6.761991178;2014.298789;9.751208481;-0.174454099;0.007003849;-0.021233848
INDU;03.10.2011;27.02.2014;2014.156;16272.65;-71;50;0.210945434;76;0.89726758;7.245335375;2014.366945;9.763565848;-0.175740631;0.017264461;-0.013753983
INDU;03.10.2011;26.02.2014;2014.153;16198.41;-72;50;0.325838057;118;0.891748807;8.439906635;2014.478838;9.78139072;-0.175909432;0.017893713;0.01155995
INDU;03.10.2011;25.02.2014;2014.15;16179.66;-73;50;0.262759857;95;0.895110024;7.621430585;2014.41276;9.771688828;-0.176446426;0.02115903;-0.005172948
